,Category,Partner,Area,Objective,Output,Sector,Implementation,Total,RegionCODE,Area2
10351,Refugee,UNHCR,Zarqa Governorate,BN[REF2.1]Life Saving Basic Needs,[REF2.1.3]Support towards basic needs,BASIC NEEDS,direct,9085557,1712,ZARQA
10359,Refugee,UNFPA,Zarqa Governorate,HLTH[REF1.1]Essential Primary Health Care,[REF1.1.3]Reproductive Health Services,HEALTH,indirect,9.00E+05,1712,ZARQA
10365,Refugee,ICMC,Zarqa Governorate,WASH [REF3.2]Hygiene in Urban,[REF3.2.1]Hygiene promotion,WASH ,direct,32145,1712,ZARQA
10386,Refugee,MEDAIR,Zarqa Governorate,HLTH[REF1.3]Integrated Community Intervs.,[REF1.3.5]Community Mental Hlth services,HEALTH,direct,2500,1712,ZARQA
10397,Refugee,UNICEF,Zarqa Governorate,WASH [REF2.3]Sanit.Repair/Ext,[REF2.3.1]Sewage Treatment in urban,WASH ,indirect,1240615.2,1712,ZARQA
10400,Refugee,UNICEF,Zarqa Governorate,WASH [REF1.5]Water Conservation,[REF1.5.2]Reuse of wastewater ,WASH ,indirect,48709,1712,ZARQA
10404,Refugee,MEDAIR,Zarqa Governorate,HLTH[REF1.3]Integrated Community Intervs.,[REF1.3.2]Community Hlth Network,HEALTH,direct,7500,1712,ZARQA
10411,Refugee,Caritas,Zarqa Governorate,WASH [REF2.3]Sanit.Repair/Ext,[REF2.3.1]Sewage Treatment in urban,WASH ,direct,14830,1712,ZARQA
10415,Refugee,NEF,Zarqa Governorate,BN[REF2.1]Life Saving Basic Needs,[REF2.1.3]Support towards basic needs,BASIC NEEDS,direct,171114,1712,ZARQA
10416,Refugee,JHAS,Zarqa Governorate,HLTH[REF1.1]Essential Primary Health Care,[REF1.1.3]Reproductive Health Services,HEALTH,direct,60000,1712,ZARQA
10417,Refugee,UNFPA,Zarqa Governorate,HLTH[REF1.2]Secondary/Tertiary Care,[REF1.2.4]Emergency Obstetric Care,HEALTH,indirect,2.00E+06,1712,ZARQA
10421,Refugee,JHAS,Zarqa Governorate,HLTH[REF1.2]Secondary/Tertiary Care,[REF1.2.4]Emergency Obstetric Care,HEALTH,direct,41600,1712,ZARQA
10424,Refugee,UNICEF,Zarqa Governorate,WASH [REF2.2]Sanitation in Urban,[REF2.2.1]Sanitation improv. In urban,WASH ,indirect,90978.4,1712,ZARQA
10426,Refugee,NICCOD,Zarqa Governorate,PROT[REF1.2]MHPSS / Disabilities,[REF1.2.4]Safe Spaces/Comm. Centres,PROTECTION,direct,50000,1712,ZARQA
10445,Refugee,OXFAM,Zarqa Governorate,FOOD/LIV[1.1]Improve Food Access,[REF 1.1.1]Food Assistance,FOOD/LIVELIHOOD,direct,1.00E+05,1712,ZARQA
10447,Refugee,CARE,Zarqa Governorate,PROT[REF1.2]MHPSS / Disabilities,"[REF1.2.1]Information, referral and outreach",PROTECTION,direct,50000,1712,ZARQA
10461,Refugee,WarChildUK,Zarqa Governorate,"EDU[REF2.2]Safe, Violence Free Envirn",[REF2.2.4]Social Cohesion,EDUCATION,direct,15000,1712,ZARQA
10469,Refugee,Caritas,Zarqa Governorate,EDU[REF3.1]EarlyChildhood,[REF3.1.2]KG facilitators recruited,EDUCATION,direct,48474.44,1712,ZARQA
10472,Refugee,Caritas,Zarqa Governorate,PROT[REF1.2]MHPSS / Disabilities,[REF1.2.4]Safe Spaces/Comm. Centres,PROTECTION,direct,21186,1712,ZARQA
10473,Refugee,WarChildUK,Zarqa Governorate,EDU[REF3.3]Alternative Education,[REF3.3.2]Informal Education,EDUCATION,direct,143000,1712,ZARQA
10476,Refugee,WVI,Zarqa Governorate,EDU[REF3.2]Acces to Formal Education,[REF3.2.1]School renovation/equip,EDUCATION,direct,8306.67,1712,ZARQA
10479,Refugee,Caritas,Zarqa Governorate,WASH [REF3.2]Hygiene in Urban,[REF3.2.2]Schools etc Hygi promotion,WASH ,direct,23729,1712,ZARQA
10481,Resilience,NRC,Ajlun Governorate,ENG[RES1.1]Energy Efficiency,[RES1.1.3]Awarenesss events,ENERGY,direct,1412,1701,AJLOUN
10486,Resilience,WVI,Ajlun Governorate,"EDU[RES2.2]Safe, Violence-Free, Learning for JOR",[RES2.2.3]Engage Parents etc,EDUCATION,direct,48820,1701,AJLOUN
10487,Resilience,WVI,Ajlun Governorate,EDU[RES3.2]Formal Educ. for JOR,[RES3.2.1]Constr. Schools,EDUCATION,direct,212799.26,1701,AJLOUN
10491,Resilience,NRC,Ajlun Governorate,ENG[RES1.2]RE&EE Solutions,[RES1.2.2]PV panel systems,ENERGY,direct,330508,1701,AJLOUN
10492,Resilience,WVI,Ajlun Governorate,EDU[RES2.1]Teacher Training JOR,[RES2.1.4]Community Training,EDUCATION,direct,48820,1701,AJLOUN
10495,Resilience,NRC,Ajlun Governorate,ENG[RES1.2]RE&EE Solutions,[RES1.2.1]LED Lights,ENERGY,direct,4853,1701,AJLOUN
10499,Resilience,WVI,Ajlun Governorate,EDU[RES3.1]KG for JOR,[RES3.1.1]KG teachers trained on ECE,EDUCATION,direct,48820,1701,AJLOUN
10504,Resilience,NRC,Ajlun Governorate,ENG[RES1.2]RE&EE Solutions,[RES1.2.3]Solar Water heaters,ENERGY,direct,165254,1701,AJLOUN
10506,Resilience,MercyCorps,Ajlun Governorate,WASH[RES1.2]YWC Distribute Water,[RES1.2.3]Replace Tertiary  Distrb,WASH ,,50000,1701,AJLOUN
10510,Resilience,PU-AMI,Al Balqa Governorate,HLTH[RES4.1]Nat.Health System Capacity,[RES4.1.3]Medical Equip/Supplies,HEALTH,indirect,12500,1702,Balqa
10513,Resilience,PU-AMI,Al Balqa Governorate,HLTH[RES3.1]Community Interventions,[RES3.1.2]Comm Rehab services,HEALTH,indirect,1250,1702,Balqa
10516,Resilience,OXFAM,Al Balqa Governorate,FOOD/LIV[2.4]MSMEs for JOR,[RES2.4.1]Microbusiness start up,FOOD/LIVELIHOOD,direct,266666,1702,Balqa
10520,Resilience,OXFAM,Al Balqa Governorate,WASH[RES1.6]WAJ O&D capacity,[RES1.6.1]WAJ O&D,WASH ,direct,23205,1702,Balqa
10521,Resilience,PU-AMI,Al Balqa Governorate,HLTH[RES3.1]Community Interventions,[RES3.1.1]Comm Health awareness,HEALTH,indirect,1250,1702,Balqa
10522,Resilience,PU-AMI,Al Balqa Governorate,HLTH[RES4.1]Nat.Health System Capacity,[RES4.1.2]Human resources strengthened,HEALTH,indirect,1250,1702,Balqa
10525,Resilience,PU-AMI,Al Balqa Governorate,HLTH[RES1.1]Primary Health Care,[RES1.1.1]NCDs,HEALTH,indirect,1250,1702,Balqa
10526,Resilience,PU-AMI,Al Balqa Governorate,HLTH[RES1.1]Primary Health Care,[RES1.1.4]Reprod. Health,HEALTH,indirect,43750,1702,Balqa
10533,Resilience,SCI,Amman,EDU[RES3.3]Alternt Edc for JOR,[RES3.3.1]Non-Formal Educ,EDUCATION,direct,3826353,1705,AMMAN
10535,Resilience,SCI,Amman,EDU[RES2.1]Teacher Training JOR,[RES2.1.2]In-Service Training,EDUCATION,direct,3826353,1705,AMMAN
10540,Resilience,SCI,Amman,"BN[RES2.1]Expand NAF, MOSD, ZAKAT, cash and in-kind",RES[2.1.3]Basic Needs/Zakat for JOR,BASIC NEEDS,direct,1300000,1705,AMMAN
10541,Resilience,UNHABITAT,Amman,SHLT[RES2.4]Affordable Housing,[RES2.4.6]Capacity of Govt increased,SHELTER,direct,178579.165,1705,AMMAN
10542,Resilience,SCI,Amman,PROT[RES1.2]Child Protection for JOR,[RES1.2.3]Families mobilized,PROTECTION,direct,3826353,1705,AMMAN
10544,Resilience,SCI,Amman,"EDU[RES2.2]Safe, Violence-Free, Learning for JOR",[RES2.2.3]Engage Parents etc,EDUCATION,direct,3826353,1705,AMMAN
10546,Resilience,SCI,Amman,EDU[RES3.3]Alternt Edc for JOR,[RES3.3.1]Non-Formal Educ,EDUCATION,direct,3826353,1705,AMMAN
10555,Resilience,UNWOMEN,Amman Governorate,JUS[RES2.1]Efficiency of Justice services,[RES2.1.4]Enhanced info exchange,JUSTICE,direct,50000,1705,AMMAN
10557,Resilience,NRC,Amman Governorate,ENG[RES1.2]RE&EE Solutions,[RES1.2.3]Solar Water heaters,ENERGY,direct,165254,1705,AMMAN
10558,Resilience,NRC,Amman Governorate,ENG[RES1.1]Energy Efficiency,[RES1.1.3]Awarenesss events,ENERGY,direct,1412,1705,AMMAN
10561,Resilience,OXFAM,Amman Governorate,JUS[RES2.2]Improved access to legal services,[RES2.2.3]Legal Awareness,JUSTICE,direct,15750,1705,AMMAN
10569,Resilience,PU-AMI,Amman Governorate,HLTH[RES4.1]Nat.Health System Capacity,[RES4.1.3]Medical Equip/Supplies,HEALTH,indirect,12500,1705,AMMAN
10571,Resilience,OXFAM,Amman Governorate,JUS[RES2.1]Efficiency of Justice services,[RES2.1.5]ADR services,JUSTICE,direct,80000,1705,AMMAN
10572,Resilience,UNWOMEN,Amman Governorate,FOOD/LIV[2.2]Perm. Emplymt for JOR,[RES2.2.2]Job Matching/Career Guidance,FOOD/LIVELIHOOD,direct,512836.25,1705,AMMAN
10574,Resilience,OXFAM,Amman Governorate,JUS[RES2.2]Improved access to legal services,[RES2.2.2]Legal Aid Services,JUSTICE,,36000,1705,AMMAN
10575,Resilience,PU-AMI,Amman Governorate,HLTH[RES1.1]Primary Health Care,[RES1.1.1]NCDs,HEALTH,indirect,1250,1705,AMMAN
10576,Resilience,AVSI,Amman Governorate,EDU[RES2.1]Teacher Training JOR,[RES2.1.1]Induction Training,EDUCATION,direct,480,1705,AMMAN
10577,Resilience,WVI,Amman Governorate,EDU[RES2.1]Teacher Training JOR,[RES2.1.4]Community Training,EDUCATION,direct,48820,1705,AMMAN
10580,Resilience,WVI,Amman Governorate,EDU[RES3.2]Formal Educ. for JOR,[RES3.2.1]Constr. Schools,EDUCATION,direct,212799.26,1705,AMMAN
10583,Resilience,PU-AMI,Amman Governorate,HLTH[RES3.1]Community Interventions,[RES3.1.1]Comm Health awareness,HEALTH,indirect,1250,1705,AMMAN
10584,Resilience,SCI,Amman Governorate,EDU[RES3.3]Alternt Edc for JOR,[RES3.3.1]Non-Formal Educ,EDUCATION,direct,767150,1705,AMMAN
10585,Resilience,PU-AMI,Amman Governorate,HLTH[RES4.1]Nat.Health System Capacity,[RES4.1.2]Human resources strengthened,HEALTH,indirect,1250,1705,AMMAN
10586,Resilience,SCI,Amman Governorate,PROT[RES1.2]Child Protection for JOR,[RES1.2.4]Comm. Based CP systems,PROTECTION,direct,767150,1705,AMMAN
10592,Resilience,UNWOMEN,Amman Governorate,JUS[RES2.2]Improved access to legal services,[RES2.2.2]Legal Aid Services,JUSTICE,direct,75000,1705,AMMAN
10594,Resilience,MercyCorps,Amman Governorate,ENG[RES1.2]RE&EE Solutions,[RES1.2.2]PV panel systems,ENERGY,direct,2.00E+06,1705,AMMAN
10603,Resilience,WVI,Amman Governorate,EDU[RES3.1]KG for JOR,[RES3.1.1]KG teachers trained on ECE,EDUCATION,,48820,1705,AMMAN
10605,Resilience,NRC,Amman Governorate,ENG[RES1.2]RE&EE Solutions,[RES1.2.2]PV panel systems,ENERGY,direct,1322034,1705,AMMAN
10607,Resilience,WVI,Amman Governorate,"EDU[RES2.2]Safe, Violence-Free, Learning for JOR",[RES2.2.3]Engage Parents etc,EDUCATION,direct,48820,1705,AMMAN
10609,Resilience,NRC,Amman Governorate,PROT[RES1.3]Reduce Social Tensions JOR,[RES1.3.3]Govt Capacity,PROTECTION,,75000,1705,AMMAN
10615,Resilience,UNWOMEN,Amman Governorate,JUS[RES2.1]Efficiency of Justice services,[RES2.1.5]ADR services,JUSTICE,direct,60000,1705,AMMAN
10621,Resilience,PU-AMI,Amman Governorate,HLTH[RES4.1]Nat.Health System Capacity,[RES4.1.2]Human resources strengthened,HEALTH,indirect,1250,1705,AMMAN
10623,Resilience,PU-AMI,Amman Governorate,HLTH[RES3.1]Community Interventions,[RES3.1.2]Comm Rehab services,HEALTH,indirect,1250,1705,AMMAN
10625,Resilience,UNWOMEN,Amman Governorate,JUS[RES2.1]Efficiency of Justice services,[RES2.1.1]Capacity of MoJ/Courts,JUSTICE,direct,20000,1705,AMMAN
10632,Resilience,OXFAM,Amman Governorate,JUS[RES2.2]Improved access to legal services,[RES2.2.1]National Legal Aid System,JUSTICE,direct,12000,1705,AMMAN
10642,Resilience,PU-AMI,Amman Governorate,HLTH[RES1.1]Primary Health Care,[RES1.1.4]Reprod. Health,HEALTH,indirect,43750,1705,AMMAN
10651,Resilience,CARE,Amman Governorate,"BN[RES2.1]Expand NAF, MOSD, ZAKAT, cash and in-kind",RES[2.1.3]Basic Needs/Zakat for JOR,BASIC NEEDS,direct,105000,1705,AMMAN
10654,Resilience,AVSI,Amman Governorate,EDU[RES3.3]Alternt Edc for JOR,[RES3.3.1]Non-Formal Educ,EDUCATION,direct,19441,1705,AMMAN
10658,Resilience,CARE,Amman Governorate,PROT[RES1.1]SGBV for JOR,[RES1.1.2]Multi-sector for JOR,PROTECTION,direct,60000,1705,AMMAN
10659,Resilience,NEF,Amman Governorate,FOOD/LIV[2.4]MSMEs for JOR,[RES2.4.1]Microbusiness start up,FOOD/LIVELIHOOD,,64555,1705,AMMAN
10661,Resilience,UNWOMEN,Amman Governorate,JUS[RES2.1]Efficiency of Justice services,[RES2.1.2]Capaciy of Supreme/Sharia courts,JUSTICE,direct,70000,1705,AMMAN
10665,Resilience,UNWOMEN,Amman Governorate,JUS[RES2.2]Improved access to legal services,[RES2.2.1]National Legal Aid System,JUSTICE,direct,50000,1705,AMMAN
10666,Resilience,NRC,Amman Governorate,PROT[RES1.3]Reduce Social Tensions JOR,[RES1.3.2] Social Tensions Projects JOR,PROTECTION,direct,3.00E+05,1705,AMMAN
10667,Resilience,KnK,Amman Governorate,EDU[RES2.1]Teacher Training JOR,[RES2.1.2]In-Service Training,EDUCATION,direct,3384,1705,AMMAN
10669,Resilience,NRC,Amman Governorate,PROT[RES1.3]Reduce Social Tensions JOR,[RES1.3.1]Community Multisector Prot,PROTECTION,direct,37500,1705,AMMAN
10671,Resilience,NRC,Amman Governorate,ENG[RES1.2]RE&EE Solutions,[RES1.2.1]LED Lights,ENERGY,direct,4853,1705,AMMAN
10680,Resilience,MercyCorps,Amman Governorate,ENG[RES1.2]RE&EE Solutions,[RES1.2.3]Solar Water heaters,ENERGY,direct,4.00E+05,1705,AMMAN
10684,Resilience,AVSI,Aqaba Governorate,EDU[RES2.1]Teacher Training JOR,[RES2.1.1]Induction Training,EDUCATION,direct,480,1703,AL AQABAH
10685,Resilience,AVSI,Aqaba Governorate,EDU[RES3.3]Alternt Edc for JOR,[RES3.3.1]Non-Formal Educ,EDUCATION,direct,19441,1703,AL AQABAH
10689,Refugee,UNHCR,Azraq Camp,ENG[RES1.3]Electricity in Camps,[RES1.3.1]Azraq,ENERGY,direct,2500000,1712,Zarqa
10695,Resilience,CARE,Azraq City,"BN[RES2.1]Expand NAF, MOSD, ZAKAT, cash and in-kind",RES[2.1.3]Basic Needs/Zakat for JOR,BASIC NEEDS,direct,70000,1712,Zarqa
10699,Resilience,UNICEF,Country Wide,"BN[RES2.1]Expand NAF, MOSD, ZAKAT, cash and in-kind",RES[2.1.2]Expand NAF (JOR),BASIC NEEDS,indirect,3600000,1,Country Wide Intervention
10700,Resilience,RI,Country Wide,FOOD/LIV[2.5]LED and PPPs,[RES2.5.3]Socio-Econ Infrastructure,FOOD/LIVELIHOOD,direct,2.00E+05,1,Country Wide Intervention
10703,Resilience,UNDP,Country Wide,"BN[RES2.1]Expand NAF, MOSD, ZAKAT, cash and in-kind",RES[2.1.2]Expand NAF (JOR),BASIC NEEDS,direct,1091902,1,Country Wide Intervention
10704,Resilience,UNHCR,Country Wide,ENG[RES1.2]RE&EE Solutions,[RES1.2.3]Solar Water heaters,ENERGY,indirect,3.00E+06,1,Country Wide Intervention
10708,Resilience,UNDP,Country Wide,ENG[RES1.2]RE&EE Solutions,[RES1.2.3]Solar Water heaters,ENERGY,direct,5.00E+06,1,Country Wide Intervention
10709,Resilience,UNDP,Country Wide,FOOD/LIV[2.5]LED and PPPs,[RES2.5.4]Coops and Associations supported,FOOD/LIVELIHOOD,direct,618260,1,Country Wide Intervention
10714,Resilience,UNHABITAT,Country Wide,MUN[RES2.1]Urban Service Delivery,[RES2.1.3]Comm Infrast Services,MUNICIPALITY,direct,4.00E+05,1,Country Wide Intervention
10717,Resilience,UNESCO,Country Wide,"EDU[RES1.1]MoE Advocacy, Resource, Mngt Capacity",[RES1.1.1]OpenEMIS module expanded,EDUCATION,direct,2.00E+05,1,Country Wide Intervention
10720,Resilience,UNESCO,Country Wide,"EDU[RES1.1]MoE Advocacy, Resource, Mngt Capacity",[RES1.1.2]Ministry Plan/Mngt Capacity,EDUCATION,direct,3.00E+05,1,Country Wide Intervention
10723,Resilience,UNICEF,Country Wide,"EDU[RES1.1]MoE Advocacy, Resource, Mngt Capacity",[RES1.1.2]Ministry Plan/Mngt Capacity,EDUCATION,indirect,106000,1,Country Wide Intervention
10726,Refugee,UNDP,Country Wide,ENG[RES1.3]Electricity in Camps,[RES1.3.3]Elec Infrast. Upgraded in Host Comm,ENERGY,direct,24500000,1,Country Wide Intervention
10727,Resilience,UNDP,Country Wide,"BN[RES2.1]Expand NAF, MOSD, ZAKAT, cash and in-kind",RES[2.1.3]Basic Needs/Zakat for JOR,BASIC NEEDS,direct,8744044,1,Country Wide Intervention
10729,Resilience,UNICEF,Country Wide,"EDU[RES1.1]MoE Advocacy, Resource, Mngt Capacity",[RES1.1.3]Studies and research,EDUCATION,indirect,141750,1,Country Wide Intervention
10731,Resilience,RI,Country Wide,EDU[RES1.2]Recognition of learning JOR,[RES1.2.2]Recognition of Post Basic,EDUCATION,direct,1500000,1,Country Wide Intervention
10735,Resilience,UNICEF,Country Wide,EDU[RES1.3]Access to Inclusive Education JOR,[RES1.3.1]Expand Higher Education,EDUCATION,direct,28350,1,Country Wide Intervention
10738,Resilience,UNDP,Country Wide,ENV[RES1.1]Rehab Ecosystems,[RES1.1.4]Awareness programmes,ENVIRONMENT,direct,50000,1,Country Wide Intervention
10742,Resilience,UNICEF,Country Wide,EDU[RES2.1]Teacher Training JOR,[RES2.1.1]Induction Training,EDUCATION,indirect,3.00E+06,1,Country Wide Intervention
10744,Resilience,UNDP,Country Wide,ENV[RES1.2]Sust. Livelihoods,[RES1.2.2]Capacity of CBOs enhanced,ENVIRONMENT,direct,1.00E+06,1,Country Wide Intervention
10747,Resilience,UNDP,Country Wide,ENV[RES2.1]Medical Waste,[RES2.1.1]MW practices assessed,ENVIRONMENT,direct,250000,1,Country Wide Intervention
10750,Resilience,UNDP,Country Wide,ENV[RES2.1]Medical Waste,[RES2.1.2]MW Capacity improved,ENVIRONMENT,direct,50000,1,Country Wide Intervention
10755,Resilience,UNDP,Country Wide,ENV[RES2.2]Swaqa Dumping Site,[RES2.2.1]Master upgrading plan,ENVIRONMENT,direct,2.00E+05,1,Country Wide Intervention
10759,Resilience,UNDP,Country Wide,ENV[RES2.2]Swaqa Dumping Site,[RES2.2.2]Mech.for cleaning up site,ENVIRONMENT,direct,0,1,Country Wide Intervention
10765,Resilience,UNDP,Country Wide,ENV[RES3.1]Air Quality,[RES3.1.2]Assessment of Emitters,ENVIRONMENT,direct,250000,1,Country Wide Intervention
10768,Resilience,UNICEF,Country Wide,EDU[RES2.1]Teacher Training JOR,[RES2.1.2]In-Service Training,EDUCATION,indirect,2551500,1,Country Wide Intervention
10771,Resilience,WVI,Country Wide,ENV[RES4.1]JRP X-cutting,[RES4.1.1]Mainstream ENV in JRP projects,ENVIRONMENT,direct,212799.26,1,Country Wide Intervention
10774,Resilience,UNESCO,Country Wide,EDU[RES2.1]Teacher Training JOR,[RES2.1.2]In-Service Training,EDUCATION,indirect,5.00E+05,1,Country Wide Intervention
10777,Resilience,UNICEF,Country Wide,EDU[RES2.1]Teacher Training JOR,[RES2.1.3]Leader Training,EDUCATION,indirect,283500,1,Country Wide Intervention
10780,Resilience,FAO,Country Wide,FOOD/LIV[1.3]Agric/Liv/FS programming,[RES1.3.1]Agr/Liv/Nat Resource programming im,FOOD/LIVELIHOOD,indirect,6.00E+05,1,Country Wide Intervention
10782,Resilience,FAO,Country Wide,FOOD/LIV[1.3]Agric/Liv/FS programming,[RES1.3.2]DoS FS monitoring system,FOOD/LIVELIHOOD,indirect,1.00E+05,1,Country Wide Intervention
10784,Resilience,FAO,Country Wide,FOOD/LIV[1.3]Agric/Liv/FS programming,[RES1.3.3]FS Strategy,FOOD/LIVELIHOOD,indirect,1.00E+05,1,Country Wide Intervention
10786,Resilience,RI,Country Wide,FOOD/LIV[2.1]Short-Term Emplymt for JOR,[RES2.1.1]Cash for Work for JOR,FOOD/LIVELIHOOD,direct,3.00E+05,1,Country Wide Intervention
10789,Resilience,UNDP,Country Wide,FOOD/LIV[2.1]Short-Term Emplymt for JOR,[RES2.1.1]Cash for Work for JOR,FOOD/LIVELIHOOD,direct,1524721,1,Country Wide Intervention
10793,Resilience,UNDP,Country Wide,ENV[RES2.1]Medical Waste,[RES2.1.3]Local MW mngt plans,ENVIRONMENT,direct,50000,1,Country Wide Intervention
10797,Resilience,UNICEF,Country Wide,EDU[RES2.1]Teacher Training JOR,[RES2.1.4]Community Training,EDUCATION,indirect,2742012,1,Country Wide Intervention
10801,Resilience,UNDP,Country Wide,"BN[RES2.1]Expand NAF, MOSD, ZAKAT, cash and in-kind",RES[2.1.1]Assessment of Impact on Soc.Prot,BASIC NEEDS,direct,150000,1,Country Wide Intervention
10803,Resilience,WHO,Country Wide,HLTH[RES1.1]Primary Health Care,[RES1.1.5]Mental Health,HEALTH,direct,150000,1,Country Wide Intervention
10809,Resilience,UNICEF,Country Wide,HLTH[RES2.1]2ndary / Tertiary,[RES2.1.5]Comprehensive Women,HEALTH,indirect,711000,1,Country Wide Intervention
10811,Resilience,UNFPA,Country Wide,HLTH[RES2.1]2ndary / Tertiary,[RES2.1.5]Comprehensive Women,HEALTH,indirect,1500000,1,Country Wide Intervention
10813,Resilience,UNFPA,Country Wide,HLTH[RES3.1]Community Interventions,[RES3.1.1]Comm Health awareness,HEALTH,indirect,150000,1,Country Wide Intervention
10815,Resilience,IMC,Country Wide,HLTH[RES3.1]Community Interventions,[RES3.1.1]Comm Health awareness,HEALTH,direct,73880,1,Country Wide Intervention
10819,Resilience,UNDP,Country Wide,FOOD/LIV[2.1]Short-Term Emplymt for JOR,[RES2.1.2]Skills Training for JOR,FOOD/LIVELIHOOD,direct,1662234,1,Country Wide Intervention
10823,Resilience,UNICEF,Country Wide,PROT[RES1.2]Child Protection for JOR,[RES1.2.1]Cap. Nat. CP Systems,PROTECTION,indirect,5.00E+05,1,Country Wide Intervention
10826,Resilience,WVI,Country Wide,PROT[RES1.2]Child Protection for JOR,[RES1.2.1]Cap. Nat. CP Systems,PROTECTION,,48820,1,Country Wide Intervention
10833,Resilience,UNICEF,Country Wide,PROT[RES1.2]Child Protection for JOR,[RES1.2.2]Legal & Policy Framework,PROTECTION,indirect,250000,1,Country Wide Intervention
10836,Resilience,UNICEF,Country Wide,"EDU[RES1.1]MoE Advocacy, Resource, Mngt Capacity",[RES1.1.1]OpenEMIS module expanded,EDUCATION,indirect,45360,1,Country Wide Intervention
10841,Resilience,RI,Country Wide,FOOD/LIV[2.1]Short-Term Emplymt for JOR,[RES2.1.2]Skills Training for JOR,FOOD/LIVELIHOOD,direct,2.00E+05,1,Country Wide Intervention
10844,Resilience,WVI,Country Wide,PROT[RES1.2]Child Protection for JOR,[RES1.2.3]Families mobilized,PROTECTION,direct,48820,1,Country Wide Intervention
10847,Resilience,UNDP,Country Wide,ENG[RES1.1]Energy Efficiency,[RES1.1.1]Apppliances promoted,ENERGY,direct,5.00E+06,1,Country Wide Intervention
10850,Resilience,WHO,Country Wide,HLTH[RES3.1]Community Interventions,[RES3.1.3]Comm Services Elderly,HEALTH,direct,20000,1,Country Wide Intervention
10853,Resilience,WFP,Country Wide,FOOD/LIV[2.1]Short-Term Emplymt for JOR,[RES2.1.3]Short-Term Emplymt  for JOR,FOOD/LIVELIHOOD,indirect,5022889,1,Country Wide Intervention
10862,Resilience,UNDP,Country Wide,FOOD/LIV[2.1]Short-Term Emplymt for JOR,[RES2.1.3]Short-Term Emplymt  for JOR,FOOD/LIVELIHOOD,direct,5681271,1,Country Wide Intervention
10867,Resilience,WVI,Country Wide,PROT[RES1.2]Child Protection for JOR,[RES1.2.4]Comm. Based CP systems,PROTECTION,direct,48820,1,Country Wide Intervention
10869,Resilience,UNHCR,Country Wide,ENG[RES1.1]Energy Efficiency,[RES1.1.3]Awarenesss events,ENERGY,indirect,65000,1,Country Wide Intervention
10870,Resilience,UNDP,Country Wide,ENG[RES1.1]Energy Efficiency,[RES1.1.3]Awarenesss events,ENERGY,direct,170000,1,Country Wide Intervention
10872,Resilience,UNFPA,Country Wide,HLTH[RES4.1]Nat.Health System Capacity,[RES4.1.3]Medical Equip/Supplies,HEALTH,indirect,2500000,1,Country Wide Intervention
10876,Resilience,UNICEF,Country Wide,PROT[RES1.2]Child Protection for JOR,[RES1.2.4]Comm. Based CP systems,PROTECTION,indirect,4757500,1,Country Wide Intervention
10878,Resilience,UNDP,Country Wide,FOOD/LIV[2.1]Short-Term Emplymt for JOR,[RES2.1.4]Social Cohesion for JOR,FOOD/LIVELIHOOD,direct,180000,1,Country Wide Intervention
10888,Resilience,UNICEF,Country Wide,EDU[RES3.2]Formal Educ. for JOR,[RES3.2.1]Constr. Schools,EDUCATION,indirect,713286,1,Country Wide Intervention
10891,Resilience,WVI,Country Wide,EDU[RES3.2]Formal Educ. for JOR,[RES3.2.2]WASH in Schools,EDUCATION,direct,212799.26,1,Country Wide Intervention
10896,Resilience,WFP,Country Wide,FOOD/LIV[2.2]Perm. Emplymt for JOR,[RES2.2.1]Demand-based business skills,FOOD/LIVELIHOOD,indirect,4018311,1,Country Wide Intervention
10900,Resilience,WFP,Country Wide,FOOD/LIV[2.2]Perm. Emplymt for JOR,[RES2.2.2]Job Matching/Career Guidance,FOOD/LIVELIHOOD,indirect,2678875,1,Country Wide Intervention
10903,Resilience,UNICEF,Country Wide,EDU[RES3.2]Formal Educ. for JOR,"[RES3.2.3]Playground, Libraries etc",EDUCATION,indirect,0,1,Country Wide Intervention
10907,Resilience,RI,Country Wide,EDU[RES3.3]Alternt Edc for JOR,[RES3.3.1]Non-Formal Educ,EDUCATION,direct,1500000,1,Country Wide Intervention
10908,Resilience,UNICEF,Country Wide,JUS[RES2.1]Efficiency of Justice services,[RES2.1.3]Capacity of Judicial Council,JUSTICE,indirect,50000,1,Country Wide Intervention
10917,Resilience,UNDP,Country Wide,JUS[RES2.1]Efficiency of Justice services,[RES2.1.4]Enhanced info exchange,JUSTICE,direct,2.00E+05,1,Country Wide Intervention
10922,Resilience,IMC,Country Wide,HLTH[RES1.1]Primary Health Care,[RES1.1.5]Mental Health,HEALTH,direct,55847,1,Country Wide Intervention
10925,Resilience,UNDP,Country Wide,FOOD/LIV[2.2]Perm. Emplymt for JOR,[RES2.2.2]Job Matching/Career Guidance,FOOD/LIVELIHOOD,direct,5421717,1,Country Wide Intervention
10933,Resilience,Questcope,Country Wide,EDU[RES3.3]Alternt Edc for JOR,[RES3.3.1]Non-Formal Educ,EDUCATION,direct,375000,1,Country Wide Intervention
10934,Resilience,UNDP,Country Wide,FOOD/LIV[2.2]Perm. Emplymt for JOR,[RES2.2.3]Capacity fo Voc. Training Providers,FOOD/LIVELIHOOD,direct,428190,1,Country Wide Intervention
10937,Resilience,ILO,Country Wide,FOOD/LIV[2.3]Labor Market Governance,[RES2.3.1]MoL capacity improved,FOOD/LIVELIHOOD,direct,6.00E+05,1,Country Wide Intervention
